Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,MRQ,OVERQ,16 MRQ,"a. 1
1Q","a. 2
1Q","a. 3
1Q","a. 4
1Q","a. 5
1Q","a. 6
1Q","a. 7
1Q","a. 8
1Q","a. 9
1Q","a.10
1Q","11 M*
2Q","11 MR
2Q",Total,Nett
38,"LNEYHBMO RSGL,E TDTAENINE,L",2853,,21.0,14.0,20.0,17.0,5.0,19.0,16.0,(25.0),16.0,13.0,20.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190,165
38,TATSANEE PHISIL,4700,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38
38,SARAVANAN VISHNU,4360,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,3.0,44.0,25.0,13.0,16.0,16.0,27.0,26.0,41.0,-,-,216,172
38,SAKELLARIS CHRISTINA,4280,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,24.0,49.0,32.0,(62.0),50.0,9.0,35.0,27.0,34.0,-,-,345,283
38,ZAC PULLEN,5255,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38
39,COCCOLUTO GIORGETTI G,926,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,27.0,12.0,12.0,7.0,3.0,33.0,38.0,32.0,28.0,-,-,213,175
39,MONIKA ZIZLAVSKA,3547,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-,39,39
39,"THAOYLLMOARN, , JAARMRAENS",4732,,23.0,22.0,19.0,5.0,22.0,(30.0),17.0,16.0,7.0,20.0,15.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199,169
39,XANTOS VILLEGAS,5180,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-,39,39
39, ROMANOWSKI,2,,35.0,34.0,33.0,(38.0),27.0,27.0,27.0,37.0,(40.0),(38.0),27.0,29.0,25.0,30.0,25.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,495,379
39,"KIM JIHOON, LEE NAKYUNG",2565,,17.0,19.0,12.0,22.0,(25.0),22.0,7.0,8.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142,117
39,GRAVELY CLARA,1722,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.0,10.0,48.0,23.0,46.0,56.0,27.0,16.0,(58.0),53.0,-,-,351,293
40,IZABELA SATRJAN,2034,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.0,-,-,-,-,-,-,-,-,-,-,-,-,-,40,40
40,"GAGO BEATRIZ, PIRES RODOLFO",1599,,17.0,20.0,(27.0),9.0,18.0,13.0,,10.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,121
40,"BHUORFFTMOAN,N ,T OSIMMON",564,,16.0,9.0,22.0,20.0,2.0,16.0,21.0,26.0,(3.0),16.0,9.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203,171
40,CAELIN TOMASZWINCHCOMBE,697,,39.0,(43.0),43.0,(47.0),36.0,38.0,34.0,42.0,34.0,(46.0),21.0,27.0,21.0,26.0,21.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,537,401
40,ULYSSE DEREEPER,4937,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.0,-,-,-,-,-,-,-,-,-,-,-,-,-,40,40
40,BOUGIOURIS ADONIS,635,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.0,11.0,25.0,17.0,15.0,4.0,41.0,28.0,38.0,36.0,-,-,226,185
40,PLETIKOS LIN,4043,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,34.0,19.0,(60.0),35.0,22.0,39.0,38.0,52.0,29.0,-,-,370,310
41,BAUDET ROSINE,471,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(66.0),44.0,66.0,42.0,9.0,28.0,23.0,46.0,9.0,46.0,-,-,379,313
41,ZELKO ZAN LUKA,5265,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,28.0,9.0,10.0,10.0,15.0,22.0,33.0,40.0,42.0,-,-,228,186
41,TIGER TYSON,4796,ANT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,-,-,-,-,-,-,-,-,-,-,-,-,-,41,41
41,SHARMA RAVINDRA KUMAR CHOUHAN UMA,4448,,19.0,14.0,19.0,17.0,15.0,22.0,(26.0),15.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,137
41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",2781,,18.0,12.0,21.0,15.0,13.0,(3.0),18.0,9.0,23.0,6.0,19.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,208,176
41,MARIJA DOLENC,3153,CRO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,-,-,-,-,-,-,-,-,-,-,-,-,-,41,41
41,JULES CHANTREL,2378,FRA,34.0,(45.0),(45.0),40.0,42.0,37.0,(5.0),34.0,38.0,43.0,19.0,11.0,17.0,32.0,3.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,552,405
42,HYEONGJUNG KANG,1950,,(46.0),33.0,(52.0),43.0,(47.0),36.0,37.0,38.0,35.0,36.0,17.0,25.0,23.0,38.0,27.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,556,411
42,BERNAT CORTES,538,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,-,-,-,-,-,-,-,-,-,-,-,-,-,42,42
42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",598,,23.0,12.0,19.0,15.0,19.0,(29.0),20.0,7.0,25.0,9.0,8.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,207,178
42,PERONI DIMITRI,3963,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,18.0,11.0,5.0,16.0,24.0,37.0,32.0,33.0,39.0,-,-,227,188
42,"TULCAIL EFE, DANISMEND DEFNE",4918,,21.0,19.0,21.0,(22.0),21.0,17.0,14.0,18.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,138
42,VON ALLMEN ANJA,5071,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,32.0,23.0,(56.0),31.0,42.0,35.0,51.0,39.0,43.0,-,-,377,321
43,TOMONORI ANAMI,4902,JPN,40.0,(47.0),36.0,36.0,37.0,40.0,40.0,(5.0),(42.0),34.0,25.0,27.0,25.0,41.0,17.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,561,415
43,"KBROERMHEORN, EEND, VVAIRLLDE",2522,,21.0,(29.0),23.0,18.0,7.0,15.0,19.0,21.0,9.0,23.0,21.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,215,186
43,YAEL PAZ,5192,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.0,-,-,-,-,-,-,-,-,-,-,-,-,-,43,43
43,LILOU BALANCA,2806,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.0,-,-,-,-,-,-,-,-,-,-,-,-,-,43,43
43,REINO CAHO MARTINA,4124,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.0,43.0,(66.0),18.0,41.0,11.0,66.0,37.0,32.0,33.0,-,-,393,327
43,"JACKSON SOPHIE, HIGGINS ANGUS",2053,,(24.0),21.0,20.0,19.0,23.0,24.0,13.0,5.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,144
43,PLANCHESTAINER GIANMAR,4039,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.0,7.0,14.0,4.0,20.0,8.0,44.0,44.0,44.0,44.0,-,-,246,202
44,NAUJOCK NICO,3621,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.0,15.0,12.0,31.0,19.0,9.0,1.0,1.0,8.0,-,-,-,113,82
44,"SARAVANAN RAMYA, REDDY CHS",4359,,20.0,17.0,(23.0),21.0,17.0,21.0,15.0,16.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,145
44,GUY BRIDGE,1761,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,-,-,-,-,-,-,-,-,-,-,-,-,-,44,44
44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",597,,19.0,21.0,17.0,14.0,16.0,28.0,(3.0),21.0,21.0,3.0,22.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227,195
44,SACKER MOLLY,4272,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,48.0,42.0,(51.0),20.0,48.0,26.0,15.0,38.0,47.0,-,-,379,328
44,JONNE HEIMANN,2310,GER,44.0,44.0,39.0,(5.0),(5.0),42.0,33.0,41.0,(45.0),35.0,29.0,21.0,27.0,34.0,13.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,584,425
45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",2531,,(32.0),22.0,21.0,12.0,5.0,21.0,12.0,12.0,24.0,25.0,14.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,232,200
45,"PUKROPSKI LAURA, SCHLA /TER THORBEN",4074,,11.0,16.0,19.0,15.0,(27.0),,,,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,153
45,GUARAGNA RIGONAT FRAN,1737,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.0,20.0,13.0,14.0,18.0,11.0,7.0,2.0,15.0,-,-,-,117,97
45,ENZO PEREZ,1322,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.0,-,-,-,-,-,-,-,-,-,-,-,-,-,45,45
45,CHRISTIE OLIVIA,880,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,33.0,40.0,39.0,36.0,44.0,37.0,26.0,44.0,66.0,-,-,397,331
45,JACK JOYNER,2048,,33.0,40.0,(44.0),37.0,39.0,34.0,31.0,40.0,32.0,(45.0),3.0,29.0,27.0,(43.0),21.0,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,567,435
46,OLEKSANDR TUGARYEV,3802,,(45.0),42.0,42.0,42.0,(43.0),41.0,35.0,36.0,43.0,(47.0),17.0,15.0,29.0,31.0,29.0,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,570,435
46,JACOBO ESPI VAI,2059,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.0,-,-,-,-,-,-,-,-,-,-,-,-,-,46,46
46,"CANDELA LAURIE, OSLIAK DENYS",715,,(27.0),25.0,22.0,24.0,22.0,21.0,12.0,19.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,162
46,RUITENBERG LUKE,4245,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,9.0,36.0,23.0,16.0,20.0,5.0,21.0,1.0,-,-,-,151,115
46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",4077,,22.0,16.0,18.0,18.0,21.0,(25.0),19.0,24.0,19.0,17.0,16.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,235,210
46,DEWEY MAURA,1107,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,47.0,(66.0),15.0,29.0,49.0,43.0,49.0,36.0,37.0,-,-,404,338
47,ALEX LANDWEHR,107,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.0,-,-,-,-,-,-,-,-,-,-,-,-,-,47,47
47,"RUIZ PONCE PABLO, PENARRUBIA RAMOS MARTA",4246,,18.0,(27.0),21.0,23.0,,20.0,,20.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197,170
47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",1837,,22.0,(3.0),18.0,24.0,28.0,24.0,22.0,22.0,14.0,21.0,11.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,244,212
47,LUCAS GUIRAUD,2907,,(42.0),28.0,40.0,31.0,32.0,32.0,20.0,39.0,(5.0),33.0,3.0,3.0,3.0,(5.0),3.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,606,450
47,SANTIAGO VILLAX SAMPAIO,4334,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,9.0,8.0,21.0,21.0,12.0,19.0,6.0,25.0,-,-,-,152,121
47,TOMBE YUMIKO,4896,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,38.0,3.0,12.0,60.0,54.0,(66.0),50.0,41.0,54.0,-,-,419,353
48,"CASERTANO AURORA, MATARAZZO LEONARDO",772,,22.0,(27.0),22.0,23.0,,23.0,16.0,21.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201,174
48,"HDEANVERYY,,  MOITLTEOS",1836,,(3.0),3.0,3.0,3.0,12.0,21.0,26.0,18.0,16.0,7.0,6.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,249,217
48,LARS POGGEMANN,2686,,(43.0),37.0,(46.0),(5.0),35.0,4.0,4.0,4.0,4.0,41.0,3.0,21.0,25.0,40.0,17.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,600,454
48,KING SAMUEL,2576,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,11.0,30.0,27.0,17.0,12.0,4.0,15.0,12.0,-,-,-,153,123
48,HAJI-MICHAEL ANYA,1772,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.0,52.0,33.0,48.0,(59.0),36.0,18.0,32.0,50.0,48.0,-,-,423,364
48,BRUCE KESSLER,667,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.0,-,-,-,-,-,-,-,-,-,-,-,-,-,48,48
49,PIOTR SZYMIEC,4037,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-,49,49
49,"BMEURNGKSBTYR, OAMX,E LFREDRIK",596,,17.0,15.0,24.0,(26.0),22.0,19.0,25.0,25.0,21.0,11.0,26.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248,222
49,"KHNG GRISELDA, CHEW JUSTIN",2557,,(27.0),,23.0,24.0,24.0,23.0,17.0,,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,186
49,ROMANYK ARTHIT MIKHAIL,4210,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.0,10.0,44.0,10.0,20.0,18.0,3.0,38.0,11.0,-,-,-,168,124
49,CLEMENT DESTOMBES,920,,47.0,(48.0),(48.0),(48.0),48.0,44.0,4.0,4.0,4.0,4.0,19.0,33.0,33.0,37.0,27.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"636,4","492,4"
49,MONCADA SANCHEZ ANA,3545,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,21.0,(66.0),49.0,53.0,41.0,66.0,23.0,21.0,66.0,-,-,440,374
50,"VERMA SHRADDHA, VERMA SHRADDHA",5007,,(27.0),,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,213
50,GOLANI OMER,1698,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,13.0,14.0,12.0,11.0,21.0,37.0,7.0,9.0,-,-,-,162,124
50,"PENNANEAC'H MANON, BARTHELEMY AURELIEN",3952,,(27.0),,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,213
50,OLEKSANDR MENDELENKO,3801,,48.0,(49.0),(51.0),45.0,46.0,(5.0),41.0,44.0,47.0,48.0,27.0,23.0,27.0,42.0,29.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,663,506
50,NELL DE JAHAM,3632,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.0,-,-,-,-,-,-,-,-,-,-,-,-,-,50,50
50,VITTECOQ CORALIE,5060,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,50.0,41.0,26.0,43.0,40.0,40.0,52.0,(56.0),50.0,-,-,435,379
50,"WWIIZZNNEERR,,  JMAAIRMTIEN",5175,,(3.0),3.0,3.0,19.0,31.0,20.0,3.0,19.0,22.0,5.0,3.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,258,226
51,MEHDI GUEMBRI,3413,,(49.0),(50.0),49.0,44.0,44.0,43.0,38.0,43.0,46.0,(5.0),3.0,29.0,29.0,45.0,3.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,683,527
51,TAL BASIK TASHTASH,4669,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.0,-,-,-,-,-,-,-,-,-,-,-,-,-,51,51
51,CALDECOAT PAIGE,701,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.0,54.0,38.0,34.0,48.0,18.0,42.0,(66.0),40.0,55.0,-,-,448,382
51,TEPLY VIKTOR,4716,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,24.0,7.0,23.0,14.0,8.0,12.0,28.0,16.0,-,-,-,164,132
51,"LHIITLTDLEEBCRHAINLDD,,  JRAYCAKN",2782,,(3.0),26.0,25.0,28.0,20.0,27.0,27.0,28.0,24.0,4.0,17.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,265,233
52,ELKAN OH,1257,,(50.0),(51.0),(50.0),49.0,4.0,4.0,4.0,4.0,4.0,4.0,29.0,37.0,31.0,39.0,29.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,678,527
52,OLEZZA FACUNDO,3803,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.0,44.0,20.0,19.0,15.0,16.0,2.0,5.0,38.0,-,-,-,174,136
52,PENRUDDOCKE ADRIANA,3954,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.0,35.0,46.0,55.0,49.0,29.0,25.0,43.0,54.0,(57.0),-,-,443,386
52,"DMEO LVIOASK,O WV,I EABLREAKNSDANDER",1148,,18.0,17.0,13.0,21.0,27.0,23.0,24.0,(30.0),26.0,19.0,27.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,270,240
52,SARUN RUPCHOM,4363,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.0,-,-,-,-,-,-,-,-,-,-,-,-,-,52,52
53,RADULIC MAILYS,4085,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(58.0),55.0,2.0,54.0,55.0,31.0,49.0,58.0,43.0,41.0,-,-,446,388
53,SANGUINETI RENZO,4320,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,23.0,23.0,32.0,19.0,24.0,6.0,4.0,6.0,-,-,-,178,137
53,JINDRICH HOUSTEK,2219,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.0,-,-,-,-,-,-,-,-,-,-,-,-,-,53,53
53,JEROME KUMAR S,2184,,(51.0),(5.0),(53.0),50.0,49.0,46.0,43.0,47.0,48.0,50.0,35.0,31.0,33.0,47.0,31.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,696,535
53,"FNROABNLCE,I SP,R IMNCAENU",1506,,(3.0),3.0,3.0,21.0,24.0,23.0,22.0,14.0,26.0,15.0,18.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275,243
54,ABAY BERKAY,4,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,28.0,27.0,13.0,24.0,23.0,15.0,18.0,3.0,-,-,-,167,139
54,ROMAIN MOREL JEAN,4205,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.0,-,-,-,-,-,-,-,-,-,-,-,-,-,54,54
54,TAN WEARN HAW,4683,,(5.0),52.0,54.0,(5.0),(5.0),45.0,42.0,46.0,49.0,49.0,33.0,27.0,31.0,46.0,31.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,707,536
54,STANNAGE SYLVIE,4573,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.0,51.0,54.0,35.0,(57.0),45.0,47.0,41.0,26.0,51.0,-,-,452,395
54,"KKBIYAMOE U, KNSYGAODNUUGKNWGOODUK,",2584,,25.0,18.0,26.0,16.0,25.0,27.0,24.0,26.0,22.0,(28.0),24.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273,245
55,LINDQVIST LUDVIG,2823,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.0,15.0,22.0,11.0,17.0,26.0,18.0,19.0,36.0,-,-,-,177,141
55,PAUL LABORDI RE,3912,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.0,-,-,-,-,-,-,-,-,-,-,-,-,-,55,55
55,SACHIN GANESH,4271,IND,(5.0),(5.0),55.0,(5.0),5.0,5.0,44.0,48.0,5.0,5.0,3.0,35.0,35.0,5.0,33.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,784,613
55,JUNG HYEWON,2421,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.0,(58.0),45.0,58.0,47.0,6.0,52.0,55.0,46.0,32.0,-,-,454,396
55,"KOARGFIAANLOISS,,  IPOAAVLNONSIS",2599,,24.0,24.0,(3.0),3.0,12.0,22.0,28.0,29.0,20.0,24.0,7.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,286,254
56,THOMAS CROOK,4760,NZL,(57.0),(57.0),(57.0),57.0,57.0,57.0,57.0,57.0,57.0,57.0,39.0,39.0,39.0,57.0,39.0,39.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,822,651
56,LUBAC THEA,2894,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.0,53.0,51.0,53.0,(58.0),53.0,46.0,48.0,30.0,28.0,-,-,472,414
56,MATHI COGUIEC,3278,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.0,-,-,-,-,-,-,-,-,-,-,-,-,-,56,56
56,PANAGIOTIDIS ANASTASIO,3867,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,11.0,18.0,26.0,16.0,12.0,10.0,8.0,44.0,-,-,-,168,142
56,"SCBOHHNIANGEJ, I NBSOANNGGMJIINN,",4373,,27.0,23.0,(3.0),16.0,30.0,26.0,27.0,24.0,27.0,27.0,25.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,307,275
57,PAPADIMITRIOU DIMITRIS,3876,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,23.0,26.0,28.0,19.0,7.0,30.0,9.0,30.0,-,-,-,180,150
57,MARIUS DE MOURGUES,3180,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-,57,57
57,"BGEORUTLIONN, ,Y COOUREENNNTIN",561,,(3.0),3.0,3.0,24.0,26.0,26.0,26.0,27.0,28.0,26.0,12.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,315,283
57,JORDAN AGUSTINA,2313,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.0,56.0,32.0,38.0,50.0,(57.0),50.0,54.0,48.0,40.0,-,-,479,422
58,MATTHIEU IZARD,3337,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.0,-,-,-,-,-,-,-,-,-,-,-,-,-,58,58
58,MARKOVIC ILIJA,3188,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,37.0,30.0,19.0,14.0,18.0,9.0,31.0,7.0,-,-,-,188,151
58,"KMEANRNTIISN,H ,A MNAATLOOLE",2598,,28.0,(3.0),3.0,23.0,20.0,24.0,25.0,23.0,27.0,3.0,3.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,316,284
58,PARK JEONGBIN,3882,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.0,(60.0),50.0,57.0,15.0,58.0,51.0,56.0,55.0,36.0,-,-,497,437
59,TOMASGAARD UFFE,4889,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.0,12.0,29.0,30.0,26.0,17.0,14.0,34.0,17.0,-,-,-,189,155
59,SIRAWIT PRANGSRI,4509,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.0,-,-,-,-,-,-,-,-,-,-,-,-,-,59,59
59,"CMOARSCDIIAN,I , GPIIAENTRMOARCO",925,,29.0,(3.0),3.0,25.0,28.0,3.0,28.0,27.0,28.0,29.0,28.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,344,312
59,MANSY KHOULOUD,3060,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.0,57.0,47.0,52.0,19.0,(61.0),54.0,53.0,57.0,56.0,-,-,512,451
60,ROIHU KATARIINA,4198,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.0,59.0,55.0,59.0,17.0,52.0,53.0,59.0,(62.0),58.0,-,-,531,469
60,"ROYLA, PHILIPPHEINRICH, TOM",4229,,26.0,28.0,6.0,(32.0),32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,348,316
60,VERHULST GAUTHIER,5005,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,36.0,11.0,11.0,24.0,15.0,34.0,11.0,24.0,-,-,-,194,158
60,KARL MAEDER,2482,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,60,60
